fighter_id,fighter_name,fighter_record,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_def,TD_Avg,TD_Acc,TD_Def,Sub_avg
2198,Kevin Lee,Record: 18-8-0,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992",3.88,42%,3.60,50%,3.18,43%,75%,0.8
2199,Rocky Lee,Record: 3-2-0,"5' 9""",145 lbs.,--,Orthodox,"Apr 08, 1987",2.47,51%,5.33,44%,1.00,10%,33%,0.0
2200,Andrea Lee,Record: 13-11-0,"5' 6""",125 lbs.,"69""",Orthodox,"Feb 11, 1989",4.62,45%,3.91,61%,1.65,52%,53%,0.6
2201,JeongYeong Lee,Record: 11-3-0,"5' 10""",145 lbs.,"73""",Orthodox,"Nov 13, 1995",3.38,49%,3.82,50%,0.63,66%,72%,0.3
2202,JungHyun Lee,Record: 8-1-0,"5' 5""",125 lbs.,"65""",Orthodox,"Sep 10, 2002",4.27,39%,6.20,38%,0.00,0%,64%,0.0
2203,ChangHo Lee,Record: 11-2-0,"5' 8""",135 lbs.,"69""",Orthodox,"May 09, 1994",3.88,66%,2.13,37%,3.20,34%,40%,0.3
2204,Macksom Lee,Record: 9-1-0,"6' 1""",135 lbs.,"75""",Orthodox,"Jan 06, 1999",0.87,44%,2.13,50%,0.00,0%,63%,1.0
2205,Ricky Legere Jr.,Record: 14-4-0,"5' 8""",170 lbs.,--,,"Dec 21, 1985",1.07,41%,1.53,60%,5.00,41%,0%,0.0
2206,Sherron Leggett,Record: 21-6-0,"5' 8""",155 lbs.,--,Southpaw,"Oct 27, 1978",2.86,51%,2.08,47%,5.19,80%,33%,0.0
2207,Cheyden Leialoha,Record: 6-0-0,"5' 8""",135 lbs.,"73""",Orthodox,"Mar 15, 1994",1.87,28%,3.20,53%,2.00,33%,71%,0.0
2208,Claudia Leite,Record: 8-3-0,"5' 3""",135 lbs.,"64""",Orthodox,"Nov 04, 1996",1.27,47%,1.73,57%,1.00,25%,0%,1.0
2209,Thales Leites,Record: 28-9-0,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 06, 1981",2.13,40%,2.99,52%,2.10,27%,30%,1.1
2210,Jovan Leka,Record: 11-2-0,"6' 4""",259 lbs.,"75""",Orthodox,"Mar 15, 2002",1.60,75%,0.60,43%,1.00,100%,55%,1.0
2211,Stefan Leko,Record: 0-3-0,"6' 2""",215 lbs.,--,Orthodox,"Jun 03, 1974",2.40,43%,6.17,68%,0.00,0%,0%,0.0
2212,Gabe Lemley,Record: 13-9-0,"5' 8""",155 lbs.,--,Orthodox,--,0.82,35%,6.03,45%,0.00,0%,0%,0.0
2213,Amanda Lemos,Record: 15-5-1,"5' 4""",115 lbs.,"65""",Southpaw,"May 22, 1987",2.75,55%,3.24,45%,1.02,62%,64%,0.7
2214,Giacomo Lemos,Record: 6-0-0,"6' 3""",247 lbs.,"75""",Orthodox,"Jun 23, 1989",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2215,Christophe Leninger,Record: 3-4-0,"6' 0""",200 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2216,Jesse Lennox,Record: 14-4-0,"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982",2.69,32%,3.20,64%,1.22,66%,63%,0.3
2217,Jean Francois Lenogue,Record: 16-17-3,"6' 0""",185 lbs.,--,Orthodox,"Nov 29, 1972",1.13,34%,0.27,60%,0.00,0%,33%,0.0
2218,Nik Lentz,Record: 30-12-2 (1 NC),"5' 8""",145 lbs.,"68""",Orthodox,"Aug 13, 1984",3.44,47%,3.25,50%,3.30,32%,43%,1.2
2219,Alberta Cerra Leon,Record: 0-1-0,"5' 8""",238 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2220,Victoria Leonardo,Record: 9-7-0,"5' 5""",125 lbs.,"64""",Orthodox,"Feb 16, 1990",3.22,38%,4.81,47%,1.57,27%,71%,0.0
2221,Anthony Leone,Record: 15-8-0,"5' 6""",135 lbs.,--,Orthodox,"May 27, 1987",1.94,53%,2.52,56%,1.72,18%,0%,0.0
2222,Chad Leonhardt,Record: 9-4-0,"6' 0""",170 lbs.,--,,"Feb 19, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2223,Kimo Leopoldo,Record: 10-7-1,"6' 3""",235 lbs.,--,Orthodox,"Jan 05, 1968",0.76,83%,2.12,30%,4.55,100%,0%,2.3
2224,Michael Lerma,Record: 0-1-0,--,--,--,,"Nov 18, 1973",0.00,0%,6.47,45%,0.00,0%,0%,0.0
2225,Lukasz Les,Record: 8-3-0,--,170 lbs.,--,,"Nov 05, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2226,Brock Lesnar,Record: 5-3-0 (1 NC),"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",3.53,72%,2.11,50%,3.90,55%,60%,0.5
2227,Frank Lester,Record: 11-6-0 (1 NC),"5' 11""",170 lbs.,--,Orthodox,"Jun 10, 1984",2.18,36%,3.82,53%,0.00,0%,0%,0.0
2228,Valerie Letourneau,Record: 8-6-0,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 29, 1983",4.51,37%,5.40,58%,0.77,45%,66%,0.3
2229,Leah Letson,Record: 5-3-0,"5' 7""",145 lbs.,"71""",Southpaw,"Aug 21, 1992",3.06,41%,3.84,52%,0.51,50%,76%,0.0
2230,Justin Levens,Record: 10-7-0,"5' 11""",185 lbs.,--,Orthodox,"Apr 18, 1980",1.24,47%,3.15,37%,1.69,50%,33%,5.1
2231,Marcus LeVesseur,Record: 22-7-0,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982",2.55,64%,3.70,37%,3.89,36%,83%,0.6
2232,David Levicki,Record: 1-3-0,"6' 5""",275 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2233,Kyle Levinton,Record: 0-3-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2234,Natan Levy,Record: 8-2-0,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 30, 1991",3.70,52%,3.19,58%,5.03,58%,41%,0.5
2235,John Lewis,Record: 3-4-3,"6' 0""",155 lbs.,--,Southpaw,--,0.00,0%,4.00,66%,0.00,0%,0%,0.0
2236,Derrick Lewis,Record: 29-13-0 (1 NC),"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",2.46,49%,2.57,39%,0.55,26%,52%,0.0
2237,Bevon Lewis,Record: 7-3-0,"6' 3""",185 lbs.,"79""",Orthodox,"May 05, 1991",3.73,43%,2.67,54%,0.00,0%,66%,0.0
2238,Brandon Lewis,Record: 6-2-0,"5' 4""",135 lbs.,"70""",Orthodox,"Aug 02, 1997",2.17,29%,3.63,53%,1.00,15%,20%,0.0
2239,Malik Lewis,Record: 6-2-0,"6' 0""",155 lbs.,"75""",Orthodox,"Mar 04, 1996",4.16,45%,5.66,40%,3.98,40%,50%,0.0
2240,Chi Lewis-Parry,Record: 7-0-1 (2 NC),"6' 9""",243 lbs.,--,,"Aug 10, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2241,Li Jingliang,Record: 19-9-0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988",4.46,42%,3.95,56%,1.19,41%,60%,0.0
2242,Li Yunfeng,Record: 9-5-0,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 08, 1999",0.53,29%,2.55,35%,0.00,0%,50%,0.0
2243,Liang Na,Record: 19-8-0,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1996",1.99,42%,3.95,36%,3.60,58%,25%,0.5
2244,Jess Liaudin,Record: 20-11-0,"5' 9""",170 lbs.,"72""",Orthodox,--,2.46,51%,2.76,41%,3.28,53%,30%,1.6
2245,Chuck Liddell,Record: 21-8-0,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969",2.97,35%,2.71,56%,0.44,75%,81%,0.0
2246,Rodrigo Lidio,Record: 12-3-0,"5' 11""",155 lbs.,"73""",Orthodox,"Jul 07, 1989",0.97,50%,0.00,100%,0.00,0%,50%,0.0
2247,Sam Liera,Record: 12-10-0,--,--,--,,"Nov 26, 1983",0.82,60%,7.36,51%,0.00,0%,66%,0.0
2248,Zach Light,Record: 9-11-0,"5' 8""",170 lbs.,--,Orthodox,"Feb 06, 1974",0.81,33%,1.90,48%,1.36,100%,0%,0.0
2249,Scott Lighty,Record: 6-2-0,"6' 2""",205 lbs.,--,,"Oct 15, 1978",2.91,21%,4.24,49%,0.00,0%,0%,0.0
2250,Chris Liguori,Record: 15-10-0,"5' 9""",185 lbs.,--,Orthodox,--,0.29,33%,1.44,0%,0.00,0%,50%,0.0
2251,Donnie Liles,Record: 17-7-0,"5' 9""",170 lbs.,--,Orthodox,--,2.25,41%,1.75,65%,2.50,28%,0%,1.2
2252,Jae Suk Lim,Record: 17-6-0,"5' 9""",170 lbs.,--,Orthodox,"Nov 09, 1979",2.43,50%,4.05,37%,12.16,100%,100%,0.0
2253,Hyun Gyu Lim,Record: 13-7-1,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985",4.45,41%,5.07,51%,0.23,100%,73%,0.2
2254,Juliana Lima,Record: 9-5-0,"5' 5""",115 lbs.,"65""",Orthodox,"Mar 15, 1982",1.94,44%,2.11,55%,1.72,31%,70%,0.0
2255,Dhiego Lima,Record: 17-9-0,"6' 2""",170 lbs.,"75""",Orthodox,"Jan 31, 1989",3.12,39%,3.88,58%,1.26,34%,73%,0.6
2256,Douglas Lima,Record: 29-6-0,"6' 1""",170 lbs.,--,,"Jan 05, 1988",1.92,36%,2.84,60%,0.60,100%,46%,0.0
2257,Mabelly Lima,Record: 7-1-0,"5' 2""",135 lbs.,--,Orthodox,"Jan 25, 1994",3.07,63%,5.67,44%,0.00,0%,100%,0.0
2258,Andre Lima,Record: 11-0-0,"5' 7""",125 lbs.,"67""",Orthodox,"Feb 04, 1999",4.06,60%,2.49,57%,1.36,75%,75%,1.1
2259,Felipe Lima,Record: 14-2-0,"5' 6""",135 lbs.,"68""",Orthodox,"May 07, 1998",2.86,45%,2.91,64%,2.18,27%,85%,0.7
2260,Miguel Linares,Record: 2-4-0,--,--,--,,--,6.51,50%,8.84,36%,0.00,0%,0%,0.0
2261,Emiliano Linares,Record: 8-2-0,"5' 8""",145 lbs.,"72""",Orthodox,"Apr 21, 1997",1.17,28%,3.59,26%,0.00,0%,33%,0.0
2262,Matt Lindland,Record: 22-9-0,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",2.62,50%,1.56,52%,3.01,48%,60%,1.3
2263,Jake Lindsey,Record: 12-7-0,"5' 11""",155 lbs.,--,Switch,"Jun 21, 1986",3.44,52%,4.01,46%,0.65,33%,50%,0.0
2264,John Lineker,Record: 31-9-0,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",5.36,40%,4.27,56%,0.56,58%,67%,0.6
2265,Austin Lingo,Record: 9-3-0,"5' 10""",145 lbs.,"70""",Orthodox,"Jul 10, 1994",3.86,37%,4.86,57%,0.43,66%,75%,0.0
2266,Lucio Linhares,Record: 19-8-0,"6' 2""",185 lbs.,--,Orthodox,"Dec 08, 1973",0.99,22%,3.47,34%,1.86,50%,50%,1.9
2267,Philipe Lins,Record: 18-5-0,"6' 2""",205 lbs.,"78""",Orthodox,"Aug 17, 1985",3.80,49%,3.59,46%,1.65,33%,100%,0.0
2268,Tainara Lisboa,Record: 7-4-0,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 02, 1991",2.01,44%,2.88,45%,1.67,31%,53%,0.3
2269,Dean Lister,Record: 13-7-0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976",1.26,35%,1.89,61%,1.58,15%,50%,1.1
2270,Wesley Little,Record: 4-8-0,"6' 4""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2271,Adam Livingston,Record: 6-1-0,"6' 2""",155 lbs.,"71""",Orthodox,"Aug 15, 2001",0.36,33%,1.08,0%,0.00,0%,60%,0.0
2272,James Llontop,Record: 14-5-0,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 02, 1999",5.57,41%,4.12,57%,0.00,0%,54%,0.0
2273,Abner Lloveras,Record: 20-9-1,"5' 11""",155 lbs.,--,,"Sep 04, 1982",6.27,49%,6.87,43%,2.00,20%,0%,0.0
2274,Brian Lo-A-Njoe,Record: 6-10-3,"5' 7""",155 lbs.,--,Orthodox,"Jan 22, 1976",3.87,42%,0.00,0%,0.00,0%,66%,0.0
2275,John Lober,Record: 5-9-4,"5' 11""",199 lbs.,--,Orthodox,"Feb 26, 1968",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2276,Artem Lobov,Record: 13-15-1 (1 NC),"5' 9""",145 lbs.,"65""",Southpaw,"Aug 11, 1986",3.52,41%,4.82,50%,0.39,25%,52%,0.0
2277,Dylan Lockard,Record: 6-2-0,"5' 9""",145 lbs.,"72""",Orthodox,"May 19, 1992",1.31,53%,3.31,52%,2.31,40%,28%,1.2
2278,Ryan Loder,Record: 8-3-0,"6' 2""",185 lbs.,"76""",Southpaw,"Jun 05, 1991",5.10,69%,2.46,50%,1.37,14%,100%,1.4
2279,Sean Loeffler,Record: 31-5-0,"6' 3""",185 lbs.,--,Orthodox,"May 23, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2280,Christian Lohsen,Record: 4-2-0,"6' 2""",155 lbs.,"77""",Southpaw,"Jan 24, 1995",5.27,49%,6.93,44%,0.00,0%,0%,2.0
2281,David Loiseau,Record: 23-11-0,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 17, 1979",1.59,44%,3.64,43%,0.43,42%,36%,0.1
2282,Hector Lombard,Record: 34-10-1 (2 NC),"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978",3.02,46%,3.35,53%,1.69,48%,77%,0.5
2283,Michael Lombardo,Record: 11-2-0 (1 NC),"6' 0""",170 lbs.,"72""",Orthodox,"Apr 03, 1990",1.47,62%,2.63,31%,2.50,21%,60%,0.0
2284,Rocky Long,Record: 21-37-1,--,145 lbs.,--,,"Feb 18, 1978",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2285,Thomas Longacre,Record: 6-1-0,"5' 9""",145 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2286,Loma Lookboonmee,Record: 10-4-0,"5' 1""",115 lbs.,"61""",Orthodox,"Jan 18, 1996",3.67,55%,2.52,53%,1.81,50%,68%,0.1
2287,Ange Loosa,Record: 10-5-0 (1 NC),"5' 10""",170 lbs.,"74""",Orthodox,"Mar 18, 1993",5.46,46%,6.59,52%,2.53,39%,83%,0.2
2288,Lucas Lopes,Record: 29-19-0,"6' 2""",185 lbs.,--,,"Oct 05, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2289,Dileno Lopes,Record: 19-3-0,"5' 5""",135 lbs.,--,,"Sep 26, 1984",2.37,36%,3.33,53%,2.50,31%,100%,1.5
2290,Diego Lopes,Record: 27-8-0,"5' 11""",145 lbs.,"72""",Orthodox,"Dec 30, 1994",3.83,47%,4.56,45%,0.88,50%,68%,1.4
2291,Bruno Lopes,Record: 14-2-0,"6' 2""",205 lbs.,"74""",Orthodox,"Apr 24, 1993",2.81,43%,3.38,57%,2.51,33%,100%,0.0
2292,Arthur Lopes,Record: 6-2-0,"6' 2""",234 lbs.,"77""",Southpaw,"Feb 17, 1993",9.74,41%,14.87,45%,0.00,0%,0%,0.0
2293,Ivan Lopez,Record: 14-3-1,"5' 6""",135 lbs.,--,Southpaw,--,0.90,26%,2.24,65%,0.00,0%,30%,0.0
2294,Steve Lopez,Record: 13-6-1,"5' 11""",155 lbs.,--,Orthodox,"Jul 30, 1984",1.39,24%,2.69,62%,0.00,0%,37%,0.0
2295,Federico Lopez,Record: 10-6-0,"5' 4""",139 lbs.,--,Orthodox,"Jan 04, 1984",1.78,23%,5.35,30%,0.00,0%,0%,0.0
2296,Jorge Lopez,Record: 11-5-0,"5' 10""",170 lbs.,--,Orthodox,"Nov 21, 1988",2.47,59%,2.57,50%,3.50,41%,81%,0.0
2297,Christopher Lopez,Record: 9-1-0 (1 NC),"5' 10""",170 lbs.,--,,"Jan 30, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2298,Matthew Lopez,Record: 10-4-0,"5' 7""",135 lbs.,"69""",Southpaw,"Jan 21, 1987",3.13,50%,3.73,55%,3.32,60%,71%,1.3
2299,Benito Lopez,Record: 10-2-0,"5' 10""",135 lbs.,"73""",Switch,"Apr 06, 1994",4.39,45%,5.18,56%,0.00,0%,73%,0.3
2300,Gustavo Lopez,Record: 12-6-1,"5' 5""",135 lbs.,"67""",Orthodox,"Jun 27, 1989",2.48,40%,3.87,57%,1.74,41%,31%,0.7
2301,Alik Lorenz,Record: 6-2-0,"6' 2""",205 lbs.,"77""",Orthodox,"Jan 25, 1997",2.00,33%,32.00,11%,0.00,0%,0%,0.0
2302,Brendan Loughnane,Record: 17-3-0,"5' 10""",145 lbs.,"70""",Switch,"Dec 05, 1989",6.23,63%,6.70,53%,1.50,30%,92%,0.0
2303,Nate Loughran,Record: 11-2-0,"6' 2""",185 lbs.,--,Orthodox,"Jul 28, 1980",1.81,40%,4.11,59%,0.00,0%,0%,2.1
2304,Caolan Loughran,Record: 10-2-0,"5' 6""",135 lbs.,"68""",Orthodox,"May 18, 1996",4.73,42%,5.20,52%,3.00,34%,87%,0.0
2305,Rashard Lovelace,Record: 4-1-0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2306,Ian Loveland,Record: 18-10-0,"5' 8""",145 lbs.,--,Orthodox,"Sep 07, 1983",2.71,40%,2.36,64%,1.00,37%,69%,0.3
2307,Jakob Lovstad,Record: 11-4-0,"6' 3""",205 lbs.,--,Orthodox,"Dec 28, 1979",0.00,0%,9.43,35%,0.00,0%,0%,0.0
2308,Waylon Lowe,Record: 16-7-0 (2 NC),"5' 7""",145 lbs.,--,Southpaw,"Oct 31, 1980",1.88,55%,2.40,53%,4.47,55%,83%,0.3
2309,Brandon Lowe,Record: 2-1-0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2310,Joe Lowry,Record: 9-2-0,"5' 11""",155 lbs.,"73""",Orthodox,"Dec 12, 1989",3.97,34%,4.25,63%,0.00,0%,0%,0.0
2311,Lu Kai,Record: 8-5-0 (1 NC),"5' 9""",145 lbs.,"69""",Orthodox,"Mar 01, 1994",3.76,43%,5.51,55%,2.62,50%,100%,2.6
2312,Lu Zhengyong,Record: 12-7-0,--,125 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2313,Robert Lucarelli,Record: 0-1-0,"6' 2""",245 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2314,Matt Lucas,Record: 15-3-0,"6' 1""",205 lbs.,--,,"Dec 27, 1973",1.27,48%,3.93,40%,1.00,10%,0%,0.0
2315,Cleber Luciano,Record: 14-6-0,"5' 6""",155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2316,Stephanie Luciano,Record: 7-2-1,"5' 6""",115 lbs.,"65""",Orthodox,"Dec 16, 1999",5.20,42%,3.04,64%,1.30,71%,80%,0.3
2317,Iasmin Lucindo,Record: 18-6-0,"5' 3""",115 lbs.,"66""",Orthodox,"Jan 08, 2002",3.22,45%,2.80,62%,2.28,55%,68%,0.1
2318,Duane Ludwig,Record: 21-14-0,"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978",4.62,44%,3.05,57%,0.43,25%,59%,0.1
2319,Lawrence Lui,Record: 8-1-0,"5' 7""",135 lbs.,"72""",Orthodox,"Aug 04, 1996",3.72,39%,3.32,60%,5.30,40%,100%,0.0
2320,Mike Lullo,Record: 8-3-0,"5' 8""",145 lbs.,--,Orthodox,"Jul 24, 1979",2.48,36%,4.84,40%,1.18,11%,0%,0.6
2321,Juan Andres Luna,Record: 12-1-0,"5' 7""",125 lbs.,"72""",Orthodox,"Aug 20, 1995",3.27,31%,3.00,65%,0.00,0%,0%,0.0
2322,Paula Luna,Record: 5-3-0,"5' 2""",125 lbs.,"62""",Orthodox,"Jul 05, 1999",0.65,50%,6.20,17%,0.00,0%,0%,0.0
2323,Santiago Luna,Record: 7-0-0,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 06, 2004",5.36,37%,4.29,50%,0.00,0%,100%,0.0
2324,Dalcha Lungiambula,Record: 11-6-0,"5' 8""",185 lbs.,"76""",Orthodox,"Jul 31, 1987",3.07,45%,3.93,52%,2.14,45%,77%,0.0
2325,Alexandru Lungu,Record: 14-4-0,"6' 0""",385 lbs.,--,Orthodox,"Sep 03, 1974",3.61,66%,7.22,40%,0.00,0%,0%,0.0
2326,Vicente Luque,Record: 23-12-1,"5' 11""",185 lbs.,"75""",Orthodox,"Nov 27, 1991",4.83,51%,5.30,51%,0.90,48%,60%,0.7
2327,Thaddeus Luster,Record: 0-1-0,"6' 3""",210 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2328,Travis Lutter,Record: 10-6-0,"5' 11""",185 lbs.,"75""",Orthodox,"May 12, 1973",0.41,32%,2.42,42%,1.95,24%,30%,0.7
2329,Joilton Lutterbach,Record: 38-9-0 (1 NC),"6' 1""",185 lbs.,"75""",Orthodox,"Nov 05, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2330,Tucker Lutz,Record: 12-4-0,"5' 8""",145 lbs.,"72""",Orthodox,"Jul 12, 1994",3.74,46%,3.25,44%,1.99,44%,69%,0.2
2331,Lv Zhenhong,Record: 16-6-0,"5' 8""",145 lbs.,"67""",Switch,"Jun 25, 1993",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2332,Stevie Lynch,Record: 5-2-0,"5' 10""",170 lbs.,--,Orthodox,--,2.47,25%,7.06,41%,0.00,0%,0%,0.0
2333,Adam Lynn,Record: 17-10-0 (1 NC),"5' 10""",155 lbs.,--,Orthodox,"Nov 16, 1977",1.47,63%,6.95,10%,0.00,0%,50%,0.0
2334,Chris Lytle,Record: 31-18-5,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974",3.76,45%,3.03,58%,0.70,55%,55%,2.4
2335,Dong Hyun Ma,Record: 16-11-3,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 09, 1988",2.84,41%,4.10,54%,1.27,53%,33%,0.0
2336,Pawan Maan,Record: 7-3-1,"5' 7""",155 lbs.,"70""",Orthodox,"Apr 06, 1986",0.89,44%,2.98,43%,0.00,0%,0%,0.0
2337,William Macario,Record: 9-3-0,"5' 11""",170 lbs.,"75""",Orthodox,"Jul 01, 1991",4.92,54%,3.96,65%,1.85,45%,78%,0.0
2338,Jason MacDonald,Record: 25-16-0,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975",1.55,52%,2.70,46%,1.43,16%,35%,2.0
2339,Rob MacDonald,Record: 5-4-0,"6' 3""",205 lbs.,"78""",Orthodox,"Sep 05, 1978",1.80,50%,2.04,46%,7.19,80%,80%,5.4
2340,Rory MacDonald,Record: 19-4-0,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 22, 1989",3.75,42%,2.80,62%,1.77,47%,88%,0.4
2341,Ryan MacDonald,Record: 10-2-0,"5' 11""",135 lbs.,"71""",Switch,"Mar 18, 1993",2.28,29%,6.49,45%,0.00,0%,0%,0.0
2342,Clayton MacFarlane,Record: 4-1-0,--,170 lbs.,--,,--,1.33,52%,1.82,55%,1.05,33%,37%,0.0
2343,Ilima Macfarlane,Record: 6-0-0,"5' 4""",125 lbs.,--,,--,4.13,43%,2.93,65%,0.00,0%,50%,1.0
2344,Valesca Machado,Record: 8-3-0 (1 NC),"5' 4""",115 lbs.,"63""",Orthodox,"May 06, 1996",2.40,32%,2.87,64%,0.00,0%,76%,0.0
2345,Caio Machado,Record: 8-4-1,"6' 4""",250 lbs.,"78""",Southpaw,"Jul 20, 1994",5.82,53%,2.87,63%,0.00,0%,82%,0.0
2346,Ian Machado Garry,Record: 17-1-0,"6' 3""",170 lbs.,"74""",Orthodox,"Nov 17, 1997",4.78,54%,2.86,52%,0.92,31%,80%,0.4
2347,Lyoto Machida,Record: 24-8-0,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",2.59,53%,1.57,61%,1.21,65%,75%,0.4
2348,War Machine,Record: 14-5-0,"5' 11""",170 lbs.,--,Orthodox,"Nov 30, 1981",2.32,60%,3.17,43%,1.16,50%,40%,0.0
2349,Anthony Macias,Record: 26-18-0,"5' 9""",185 lbs.,--,Switch,"Feb 09, 1969",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2350,Pauline Macias,Record: 4-1-0,"5' 4""",115 lbs.,"64""",Southpaw,"Jun 27, 1988",0.80,29%,4.60,42%,2.00,18%,0%,0.0
2351,Reza Madadi,Record: 14-6-0,"5' 11""",155 lbs.,"73""",Orthodox,"Jun 20, 1978",2.51,46%,3.31,66%,3.17,33%,89%,0.5
2352,Don Madge,Record: 9-3-1,"6' 0""",155 lbs.,"72""",Southpaw,"Nov 12, 1990",2.08,52%,0.74,67%,2.22,25%,80%,0.7
2353,Ryan Madigan,Record: 5-3-0,"6' 0""",170 lbs.,--,Orthodox,--,0.00,0%,3.35,47%,0.00,0%,0%,0.0
2354,Victor Madrigal,Record: 15-5-0,"5' 7""",135 lbs.,"71""",Orthodox,"Aug 16, 1990",2.31,38%,9.56,50%,0.00,0%,0%,0.0
2355,Jon Madsen,Record: 8-2-0,"6' 0""",240 lbs.,"72""",Orthodox,"Feb 12, 1980",2.46,41%,1.18,81%,1.32,71%,70%,0.0
2356,Mark Madsen,Record: 12-2-0,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 23, 1984",3.56,49%,3.97,52%,2.86,66%,62%,0.0
2357,Yoshiro Maeda,Record: 35-16-5,"5' 7""",139 lbs.,"68""",Southpaw,"Oct 31, 1981",2.36,33%,2.55,63%,2.93,51%,50%,0.7
2358,Leonardo Mafra,Record: 13-4-0,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 25, 1989",4.55,48%,4.38,43%,2.12,83%,69%,0.4
2359,Vinny Magalhaes,Record: 14-9-0 (1 NC),"6' 3""",205 lbs.,"75""",Orthodox,"Jul 02, 1984",2.14,24%,3.97,68%,1.55,44%,66%,0.8
2360,Vinicius Magalhaes,Record: 2-1-0,--,145 lbs.,--,,"Jul 30, 1971",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2361,Caio Magalhaes,Record: 10-3-0,"6' 1""",185 lbs.,"73""",Orthodox,"Dec 14, 1987",2.27,40%,2.78,56%,1.05,15%,58%,1.6
2362,Bernardo Magalhaes,Record: 13-4-0,"5' 9""",155 lbs.,--,Orthodox,"Apr 08, 1981",1.80,27%,3.37,68%,0.00,0%,0%,0.5
2363,Eric Magana,Record: 1-1-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2364,Brandon Magana,Record: 6-2-0,--,170 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2365,Angela Magana,Record: 11-9-0,"5' 1""",115 lbs.,"65""",Orthodox,"Aug 02, 1983",1.53,28%,4.92,42%,0.40,25%,28%,0.4
2366,Neil Magny,Record: 31-15-0,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",3.40,46%,2.44,51%,2.17,39%,55%,0.3
2367,Raimond Magomedaliev,Record: 10-2-0,"6' 1""",170 lbs.,"75""",Orthodox,"Jun 10, 1990",4.07,41%,4.75,41%,0.00,0%,0%,0.0
